"id","byear","time","attend"
97,"1980",2008,6
97,"1980",2009,6
97,"1980",2010,1
98,"1980",2000,1
98,"1980",2001,1
98,"1980",2002,1
98,"1980",2003,1
98,"1980",2004,NA
98,"1980",2005,1
98,"1980",2006,NA
98,"1980",2007,NA
98,"1980",2008,NA
98,"1980",2009,1
98,"1980",2010,1
99,"1982",2000,5
99,"1982",2001,6
99,"1982",2002,6
99,"1982",2003,2
99,"1982",2004,NA
99,"1982",2005,NA
99,"1982",2006,NA
99,"1982",2007,NA
99,"1982",2008,NA
99,"1982",2009,NA
99,"1982",2010,NA
100,"1981",2000,2
100,"1981",2001,2
100,"1981",2002,1
100,"1981",2003,1
100,"1981",2004,2
100,"1981",2005,1
100,"1981",2006,2
100,"1981",2007,2
100,"1981",2008,2
100,"1981",2009,4
100,"1981",2010,2
101,"1981",2000,7
101,"1981",2001,3
101,"1981",2002,4
101,"1981",2003,5
101,"1981",2004,4
101,"1981",2005,2
101,"1981",2006,5
101,"1981",2007,6
101,"1981",2008,6
101,"1981",2009,5
101,"1981",2010,2
102,"1982",2000,2
102,"1982",2001,2
102,"1982",2002,1
102,"1982",2003,NA
102,"1982",2004,NA
102,"1982",2005,NA
102,"1982",2006,NA
102,"1982",2007,1
102,"1982",2008,NA
102,"1982",2009,NA
102,"1982",2010,NA
103,"1983",2000,2
103,"1983",2001,4
103,"1983",2002,2
103,"1983",2003,NA
103,"1983",2004,NA
103,"1983",2005,NA
103,"1983",2006,NA
103,"1983",2007,NA
103,"1983",2008,NA
103,"1983",2009,NA
103,"1983",2010,NA
104,"1980",2000,1
104,"1980",2001,1
104,"1980",2002,1
104,"1980",2003,2
104,"1980",2004,1
104,"1980",2005,2
104,"1980",2006,2
104,"1980",2007,2
104,"1980",2008,1
104,"1980",2009,2
104,"1980",2010,3
105,"1983",2000,1
105,"1983",2001,3
105,"1983",2002,2
105,"1983",2003,3
105,"1983",2004,1
105,"1983",2005,1
105,"1983",2006,1
105,"1983",2007,3
105,"1983",2008,2
105,"1983",2009,3
105,"1983",2010,3
106,"1981",2000,1
106,"1981",2001,NA
106,"1981",2002,NA
106,"1981",2003,NA
106,"1981",2004,NA
106,"1981",2005,NA
106,"1981",2006,NA
106,"1981",2007,NA
106,"1981",2008,1
106,"1981",2009,NA
106,"1981",2010,NA
107,"1982",2000,6
107,"1982",2001,3
107,"1982",2002,2
107,"1982",2003,4
107,"1982",2004,5
