"id","time","attend","age2000","byear"
7380,2007,5,17.75,1983
7380,2008,5,17.75,1983
7380,2009,3,17.75,1983
7380,2010,5,17.75,1983
7381,2000,7,19.1666666666667,1981
7381,2001,6,19.1666666666667,1981
7381,2002,6,19.1666666666667,1981
7381,2003,6,19.1666666666667,1981
7381,2004,2,19.1666666666667,1981
7381,2005,3,19.1666666666667,1981
7381,2006,7,19.1666666666667,1981
7381,2007,7,19.1666666666667,1981
7381,2008,7,19.1666666666667,1981
7381,2009,7,19.1666666666667,1981
7381,2010,7,19.1666666666667,1981
7382,2000,7,20.6666666666667,1980
7382,2001,7,20.6666666666667,1980
7382,2002,6,20.6666666666667,1980
7382,2003,2,20.6666666666667,1980
7382,2004,6,20.6666666666667,1980
7382,2005,6,20.6666666666667,1980
7382,2006,7,20.6666666666667,1980
7382,2007,5,20.6666666666667,1980
7382,2008,6,20.6666666666667,1980
7382,2009,1,20.6666666666667,1980
7382,2010,4,20.6666666666667,1980
7385,2000,6,20.3333333333333,1980
7385,2001,6,20.3333333333333,1980
7385,2002,6,20.3333333333333,1980
7385,2003,6,20.3333333333333,1980
7385,2004,6,20.3333333333333,1980
7385,2005,6,20.3333333333333,1980
7385,2006,6,20.3333333333333,1980
7385,2007,6,20.3333333333333,1980
7385,2008,6,20.3333333333333,1980
7385,2009,7,20.3333333333333,1980
7385,2010,6,20.3333333333333,1980
7386,2000,1,18.4166666666667,1982
7386,2001,3,18.4166666666667,1982
7386,2002,2,18.4166666666667,1982
7386,2003,2,18.4166666666667,1982
7386,2004,6,18.4166666666667,1982
7386,2005,4,18.4166666666667,1982
7386,2006,3,18.4166666666667,1982
7386,2007,2,18.4166666666667,1982
7386,2008,2,18.4166666666667,1982
7386,2009,2,18.4166666666667,1982
7386,2010,2,18.4166666666667,1982
7390,2000,6,18.9166666666667,1982
7390,2001,6,18.9166666666667,1982
7390,2002,6,18.9166666666667,1982
7390,2003,6,18.9166666666667,1982
7390,2004,6,18.9166666666667,1982
7390,2005,6,18.9166666666667,1982
7390,2006,6,18.9166666666667,1982
7390,2007,4,18.9166666666667,1982
